sector,ocupacion,genero,edad,escolaridad,municipio,H-P-V
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,monterrey,27809-6/3-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,14073-2/4-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14073-3/1-1
Gobierno,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,13986-10/2-1
Comercio,trabajador,F,50-59,Primaria o Secundaria,guadalupe,13986-8/3-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,14159-6/4-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14159-6/5-1
Industria manufacturera,trabajador,F,25-49,Licenciatura,guadalupe,13933-6/2-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,13933-6/1-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,27809-14/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,13933-8/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,13930-8/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,13930-6/3-1
Otro,otro,H,18-24,Licenciatura,guadalupe,13930-6/4-2
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,guadalupe,13930-6/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,guadalupe,13930-6/2-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,16489-2/1-1
Comercio,trabajador,F,18-24,Licenciatura,guadalupe,16489-2/2-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,16415-6/7-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,16415-6/4-1
Transporte y comunicaciones,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16415-6/2-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,16415-6/5-1
Otro,otro,F,18-24,Licenciatura,guadalupe,10618-31/3-1
Gobierno,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,10618-4/1-1
Industria manufacturera,trabajador,H,60-64,Carrera técnica o preparatoria,guadalupe,10621-6/2-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,10595-10/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,guadalupe,10595-24/1-1
Construcción,independiente,H,65-130,Primaria o Secundaria,guadalupe,16491-13/1-1
Industria manufacturera,trabajador,H,65-130,Primaria o Secundaria,guadalupe,16537-3/1-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,16378-4/1-1
Gobierno,trabajador,F,25-49,Licenciatura,guadalupe,14274-39/4-1
Construcción,trabajador,H,25-49,Licenciatura,guadalupe,14274-39/3-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,14274-34/2-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,14274-34/3-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,14238-8/1-1
Comercio,trabajador,F,50-59,Carrera técnica o preparatoria,guadalupe,14238-8/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,14238-10/4-1
Comercio,independiente,F,50-59,Licenciatura,guadalupe,14238-10/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,14238-10/3-1
Servicios,trabajador,H,60-64,Primaria o Secundaria,guadalupe,14256-2/1-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,27773-10/3-1
Comercio,trabajador,H,65-130,Carrera técnica o preparatoria,monterrey,27773-10/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,guadalupe,14290-4/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14245-2/1-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,guadalupe,14245-4/2-1
Transporte y comunicaciones,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14323-10/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14256-4/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,14246-2/3-1
Industria manufacturera,trabajador,H,60-64,Carrera técnica o preparatoria,guadalupe,14246-2/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,14154-14/1-1
Comercio,independiente,F,25-49,Licenciatura,guadalupe,14154-14/2-1
Gobierno,trabajador,F,25-49,Licenciatura,guadalupe,14154-10/2-1
Transporte y comunicaciones,trabajador,H,50-59,Primaria o Secundaria,guadalupe,14154-10/1-1
Comercio,otro,H,50-59,Licenciatura,monterrey,5175-12/1-1
Gobierno,trabajador,F,25-49,Licenciatura,guadalupe,14194-4/4-1
Servicios,independiente,H,25-49,Licenciatura,guadalupe,14194-4/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14195-6/1-1
Comercio,trabajador,H,18-24,Licenciatura,guadalupe,14195-6/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14262-18/1-1
Construcción,otro,H,25-49,Primaria o Secundaria,guadalupe,14261-16/2-1
Industria manufacturera,trabajador,F,18-24,Licenciatura,guadalupe,14262-6/4-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,14262-6/3-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,guadalupe,14262-6/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,14201-7/3-1
Comercio,otro,H,50-59,Primaria o Secundaria,guadalupe,14201-2/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,14261-6/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,14261-6/2-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14261-6/3-1
Construcción,trabajador,H,25-49,Licenciatura,guadalupe,11785-6/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14221-6/2-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,guadalupe,14221-6/3-1
Servicios,trabajador,F,65-130,Primaria o Secundaria,guadalupe,14306-34/1-1
Gobierno,trabajador,H,18-24,Licenciatura,guadalupe,16784-2/3-1
Gobierno,trabajador,H,50-59,Licenciatura,guadalupe,16784-2/2-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,guadalupe,16676-6/3-3
Comercio,trabajador,H,25-49,Primaria o Secundaria,guadalupe,16676-6/2-1
Industria manufacturera,otro,H,25-49,Primaria o Secundaria,guadalupe,17048-10/1-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,guadalupe,17048-10/3-1
Transporte y comunicaciones,trabajador,H,25-49,Licenciatura,guadalupe,48205-26/1-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,48210-34/1-1
Gobierno,trabajador,H,25-49,Licenciatura,guadalupe,48207-1/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,48205-4/2-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,48262-11/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,935-28/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,935-28/1-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,27895-12/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,17056-16/1-1
Gobierno,otro,H,18-24,Carrera técnica o preparatoria,guadalupe,17056-16/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,17058-16/1-1
Otro,otro,H,65-130,Primaria o Secundaria,guadalupe,17058-18/1-1
Comercio,trabajador,F,65-130,Primaria o Secundaria,guadalupe,17058-18/2-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,48206-8/2-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,48206-8/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,48203-29/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,48203-29/3-1
Servicios,otro,F,18-24,Carrera técnica o preparatoria,guadalupe,48203-29/4-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,48206-14/2-1
Comercio,otro,F,25-49,Carrera técnica o preparatoria,guadalupe,48206-14/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,17056-11/1-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,48266-4/2-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,48266-4/1-1
Transporte y comunicaciones,trabajador,H,25-49,Licenciatura,guadalupe,48266-23/1-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,26213-4/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,26213-4/2-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,936-1/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,935-1/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,48269-9/2-1
Servicios,trabajador,F,50-59,Licenciatura,guadalupe,48269-9/1-1
Servicios,otro,F,25-49,Primaria o Secundaria,guadalupe,48267-7/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,48269-27/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,48263-19/3-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,48267-28/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,48267-28/3-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,41026-1/1-1
Transporte y comunicaciones,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,41026-1/3-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,41026-7/1-1
Transporte y comunicaciones,trabajador,H,25-49,Licenciatura,guadalupe,43226-11/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,43232-9-43233-9/2-1
Servicios,trabajador,F,50-59,Carrera técnica o preparatoria,guadalupe,43223-13---43233-13/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,41728-A-2/2-1
Transporte y comunicaciones,trabajador,H,60-64,Licenciatura,guadalupe,41732-6/1-1
Transporte y comunicaciones,trabajador,F,50-59,Licenciatura,guadalupe,41732-6/2-1
Servicios,trabajador,F,50-59,Carrera técnica o preparatoria,guadalupe,41829-14/1-1
Servicios,trabajador,F,50-59,Licenciatura,guadalupe,41730-4/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41730-4/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41730-18/1-1
Gobierno,trabajador,H,25-49,Licenciatura,guadalupe,41827-8/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,41827-8/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41827-16/1-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,41813-4/1-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,27779-2/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,41729-20/1-1
Gobierno,trabajador,H,65-130,Licenciatura,guadalupe,41729-10/1-1
Comercio,trabajador,H,50-59,Licenciatura,guadalupe,43230-5/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,guadalupe,43201-14/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,43230-19/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,guadalupe,43201-5/1-1
Comercio,otro,F,18-24,Carrera técnica o preparatoria,guadalupe,43201-5/4-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,43201-5/3-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,43249-5/3-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,41731_6/1-1
Gobierno,trabajador,F,25-49,Licenciatura,guadalupe,41731_6/2-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,41731_4/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41362-14/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,41225-12/2-1
Servicios,otro,H,50-59,Carrera técnica o preparatoria,guadalupe,41225-2/2-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,guadalupe,41225-2/3-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,41226-1/4-1
Otro,otro,F,60-64,Carrera técnica o preparatoria,guadalupe,41362-12/1-1
Otro,otro,H,18-24,Carrera técnica o preparatoria,monterrey,27850-8/4-1
Servicios,otro,H,25-49,Licenciatura,monterrey,27850-8/1-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,41353_4/1-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,41353_4/2-1
Industria manufacturera,independiente,H,25-49,Licenciatura,guadalupe,41415-4/3-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,41790-17/1-3
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,41212-6/1-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,guadalupe,41209-8/2-5
Servicios,otro,F,60-64,Primaria o Secundaria,guadalupe,41713-3/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,41713-3/3-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,guadalupe,41365-2/2-1
Comercio,trabajador,H,18-24,Primaria o Secundaria,guadalupe,41365-2/3-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,26097-12/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41364-6/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41364-6/3-1
Gobierno,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,41408-2/2-2
Gobierno,trabajador,F,65-130,Licenciatura,guadalupe,41365-16/1-1
Gobierno,trabajador,F,65-130,Licenciatura,guadalupe,41365-16/2-1
Industria manufacturera,trabajador,F,25-49,Licenciatura,guadalupe,41410-10/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41410-10/2-2
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41410-7/2-3
Servicios,trabajador,F,18-24,Licenciatura,guadalupe,41410-7/3-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,41410-7/5-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,41408-6/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41408-6/3-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,41367-14/3-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,41367-14/4-1
Comercio,trabajador,H,60-64,Licenciatura,guadalupe,41367-14/1-1
Servicios,trabajador,H,60-64,Carrera técnica o preparatoria,guadalupe,41411_4/1-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,guadalupe,41412_2/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41412_4/1-1
Construcción,independiente,H,25-49,Licenciatura,guadalupe,11785-11/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,41411_6/2-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,guadalupe,41379-6/3-1
Otro,otro,F,50-59,Carrera técnica o preparatoria,guadalupe,41379-2/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,guadalupe,41379-2/2-1
Gobierno,trabajador,H,25-49,Licenciatura,guadalupe,41377-2/3-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41222-18/2-1
Otro,otro,H,25-49,Licenciatura,guadalupe,41222-18/3-1
Comercio,otro,F,50-59,Carrera técnica o preparatoria,guadalupe,41222-18/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,41377-6/1-3
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,41377-6/2-1
Servicios,trabajador,F,25-49,Licenciatura,monterrey,27825-10/3-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,41223-14/2-1
Servicios,otro,H,50-59,Carrera técnica o preparatoria,guadalupe,41337-22/1-1
Gobierno,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,41337-22/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,41337-22/4-1
Servicios,trabajador,H,60-64,Carrera técnica o preparatoria,guadalupe,41376a-15/1-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,41372-8/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,41372-8/1-1
Otro,otro,H,18-24,Licenciatura,guadalupe,41384-16/3-5
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,41384-16/1-3
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,41385-20/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,41385-12/3-1
Comercio,otro,H,60-64,Licenciatura,guadalupe,41385-12/1-1
Servicios,independiente,H,60-64,Licenciatura,guadalupe,41384-18/1-4
Servicios,trabajador,H,60-64,Licenciatura,guadalupe,43354-11/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,43466-12/4-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,43466-12/3-1
Servicios,otro,F,25-49,Licenciatura,guadalupe,43316-14/3-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,43466-A8/2-1
Construcción,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,43194A-2/1-1
Comercio,otro,F,25-49,Carrera técnica o preparatoria,guadalupe,43316-26/5-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,43316-26/4-1
Servicios,otro,F,25-49,Carrera técnica o preparatoria,guadalupe,43199-18/1-2
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,43199-40/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,43199-40/1-1
Servicios,trabajador,H,50-59,Licenciatura,guadalupe,43140-A8/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,26557-26/1-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,43296-4/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,43195-7/2-2
Transporte y comunicaciones,otro,F,25-49,Carrera técnica o preparatoria,guadalupe,43195-7/3-1
Gobierno,trabajador,H,50-59,Licenciatura,guadalupe,43206-12/1-2
Gobierno,trabajador,F,25-49,Licenciatura,guadalupe,43206-12/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,43643-1/4-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,43643-1/3-1
Servicios,trabajador,H,18-24,Licenciatura,guadalupe,43643-1/5-1
Otro,otro,H,60-64,Primaria o Secundaria,guadalupe,43643-1/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,43615-12/3-1
Comercio,trabajador,F,50-59,Primaria o Secundaria,guadalupe,43708-11/1-1
Comercio,trabajador,H,18-24,Licenciatura,guadalupe,40960-4/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,47924-2/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,48226-22/2-7
Comercio,trabajador,H,65-130,Primaria o Secundaria,guadalupe,48226-22/1-1
Comercio,trabajador,F,50-59,Carrera técnica o preparatoria,monterrey,26556-8/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,47768-1/1-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,guadalupe,48247-12/3-1
Servicios,otro,H,50-59,Primaria o Secundaria,guadalupe,48247-12/1-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,guadalupe,48253-1/1-1
Servicios,trabajador,F,18-24,Licenciatura,guadalupe,48253-1/3-1
Industria manufacturera,trabajador,F,50-59,Primaria o Secundaria,guadalupe,48253-1/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,48181-4/1-1
Industria manufacturera,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,47872-2/2-1
Servicios,trabajador,H,15-17,Primaria o Secundaria,guadalupe,47767-2/2-1
Servicios,trabajador,H,60-64,Carrera técnica o preparatoria,guadalupe,496389-1/2-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,496389-1/4-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,monterrey,26556-16/4-1
Comercio,trabajador,H,65-130,Carrera técnica o preparatoria,monterrey,26556-16/3-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,49654-4/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,49643-2/1-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,49643-2/2-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,49651-6/1-1
Industria manufacturera,trabajador,F,25-49,Licenciatura,guadalupe,49651-6/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,49648-18/1-2
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,49648-18/2-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,49645-16/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,49676-2/1-2
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,49676-2/2-2
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,49644-18/1-2
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,49666-3/2-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,49677-4/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,26402-14/1-1
Industria manufacturera,otro,H,25-49,Licenciatura,guadalupe,49637-26/3-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,guadalupe,49637-26/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,49559-6/6-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,49559-6/5-1
