sector,ocupacion,genero,edad,escolaridad,municipio,H-P-V
Comercio,otro,H,50-59,Primaria o Secundaria,flores,54858-18/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,flores,55400-20/2-1
Servicios,otro,F,25-49,Primaria o Secundaria,flores,55429-4/1-1
Servicios,otro,H,25-49,Primaria o Secundaria,flores,55429-6/1-1
Servicios,otro,F,25-49,Licenciatura,monterrey,26469-18/3-1
Servicios,otro,H,25-49,Primaria o Secundaria,flores,55424-36/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,flores,55409-2/2-1
Construcción,otro,H,25-49,Primaria o Secundaria,flores,54836-24/1-1
Construcción,otro,H,25-49,Primaria o Secundaria,flores,54858-14/2-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,flores,54858-14/1-1
Servicios,trabajador,H,65-130,Carrera técnica o preparatoria,flores,55409-10/1-1
Servicios,otro,H,18-24,Carrera técnica o preparatoria,flores,55409-10/3-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,flores,55409-22/3-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,flores,54836-22/5-1
Otro,otro,F,25-49,Primaria o Secundaria,flores,54858-4/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,flores,54858-4/2-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,flores,55455-32/1-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,flores,55404-6/1-1
Industria manufacturera,otro,H,25-49,Primaria o Secundaria,flores,55404-8/3-1
Comercio,otro,F,50-59,Primaria o Secundaria,flores,55424-8/1-2
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,flores,55406-8/1-1
Industria manufacturera,otro,H,25-49,Primaria o Secundaria,flores,55406-20/1-1
Industria manufacturera,trabajador,F,50-59,Primaria o Secundaria,flores,55406-14/2-3
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,flores,55404-12/2-1
Servicios,otro,H,25-49,Primaria o Secundaria,flores,55405-32/2-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,flores,55405-32/3-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,flores,54859-20/2-1
Servicios,otro,H,50-59,Primaria o Secundaria,flores,55400-40/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,flores,55405-52/2-1
Industria manufacturera,trabajador,F,18-24,Primaria o Secundaria,flores,55400-30/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,flores,55400-30/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,flores,54859-8/1-1
Comercio,trabajador,F,18-24,Primaria o Secundaria,flores,54859-8/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,flores,54859-16/1-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,flores,55405-46/1-1
Gobierno,trabajador,H,25-49,Carrera técnica o preparatoria,juarez,56958-2/1-1
Comercio,otro,H,25-49,Licenciatura,monterrey,26436-12/1-2
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,flores,55417-4/1-1
Industria manufacturera,trabajador,F,18-24,Carrera técnica o preparatoria,flores,55417-4/2-2
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,flores,55417-4/3-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,flores,55417-8/2-3
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,flores,55417-8/1-1
Industria manufacturera,otro,H,18-24,Primaria o Secundaria,flores,55416-10/3-1
Industria manufacturera,otro,H,18-24,Primaria o Secundaria,flores,55416-10/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,flores,55416-26/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54075-8/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,54075-8/2-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,salinas,54082-4/4-1
Industria manufacturera,trabajador,F,18-24,Primaria o Secundaria,salinas,54082-4/3-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,salinas,54082-4/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54074-6/1-1
Construcción,trabajador,H,15-17,Primaria o Secundaria,salinas,54074-6/4-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,salinas,54070-18/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,18643-2/3-1
Industria manufacturera,trabajador,F,18-24,Primaria o Secundaria,salinas,18643-2/4-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,salinas,54091-12/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54096-2/4-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54096-2/2-1
Transporte y comunicaciones,trabajador,H,50-59,Primaria o Secundaria,salinas,54061-4/1-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,salinas,40755A-4/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,54095-8/1-1
Servicios,trabajador,F,25-49,Licenciatura,monterrey,26322-4/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,26322-4/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54209A-8/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,54076-6/2-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,salinas,54209A-2/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54068-10/3-1
Construcción,trabajador,H,15-17,Primaria o Secundaria,salinas,53984-1A/2-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54020-1A/3-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,54017-6/2-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54060-14A/1-1
Gobierno,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,54060-14A/2-1
Servicios,independiente,F,65-130,Licenciatura,monterrey,26322-6/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54092-18A/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,54030-25A/4-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,54032-8/3-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54032-8/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54025-20A/1-1
Gobierno,trabajador,H,50-59,Primaria o Secundaria,salinas,54059-15A/1-1
Transporte y comunicaciones,otro,F,25-49,Carrera técnica o preparatoria,salinas,54059-15A/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54094-19A/1-1
Construcción,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54035-1A/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,53980-3/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54047a-10/1-1
Servicios,otro,H,50-59,Primaria o Secundaria,salinas,53991-8/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54106-9/1-1
Servicios,otro,F,60-64,Primaria o Secundaria,monterrey,26529-2/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54003-2/2-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54003-2/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54036-1/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54004-2/1-1
Construcción,otro,H,25-49,Primaria o Secundaria,salinas,54044a-12/3-1
Construcción,otro,H,25-49,Primaria o Secundaria,salinas,54044a-12/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54104-1/1-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,salinas,54104-1/2-1
Servicios,otro,H,25-49,Licenciatura,salinas,53983-2/1-1
Gobierno,otro,H,25-49,Carrera técnica o preparatoria,salinas,54000-2/1-1
Construcción,trabajador,H,18-24,Primaria o Secundaria,monterrey,26529-4/4-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,monterrey,26529-4/1-1
Comercio,trabajador,H,18-24,Primaria o Secundaria,monterrey,26529-4/5-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,26529-4/3-1
Gobierno,otro,H,25-49,Carrera técnica o preparatoria,salinas,53993-4/1-1
Gobierno,otro,H,25-49,Carrera técnica o preparatoria,salinas,53978-4/1-1
Comercio,trabajador,H,18-24,Primaria o Secundaria,salinas,54028-6/2-1
Comercio,trabajador,F,18-24,Primaria o Secundaria,salinas,54028-6/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54235-2/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54236-4/2-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,54239-2/1-1
Servicios,trabajador,H,50-59,Licenciatura,salinas,54242-10/1-1
Servicios,trabajador,H,60-64,Primaria o Secundaria,salinas,5418202/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,5418208/1-1
Servicios,otro,F,25-49,Primaria o Secundaria,monterrey,26456-2/3-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,monterrey,26456-2/4-1
Gobierno,trabajador,H,50-59,Carrera técnica o preparatoria,salinas,54257A-16/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,54257A-24/3-1
Comercio,trabajador,H,25-49,Sin Instrucción,salinas,54192A-6/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,54287-2/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54287-5/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,monterrey,26517-14/5-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,26517-14/2-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,26517-14/3-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,54260-6/3-1
Servicios,otro,H,25-49,Primaria o Secundaria,salinas,54189-2/1-1
Servicios,trabajador,F,60-64,Carrera técnica o preparatoria,salinas,54178 - 5/2-1
Servicios,otro,H,60-64,Primaria o Secundaria,salinas,54178 - 5/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,salinas,54178-3/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,26456-4/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54185A-8/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54185-2/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54260-8/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54260-8/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,54260A-16/2-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,salinas,54260A-16/3-1
Transporte y comunicaciones,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,54199-8/2-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,54199-14/3-1
Servicios,otro,H,50-59,Carrera técnica o preparatoria,salinas,54199-20/2-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,zuazua,53556-1/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,juarez,56958-4/1-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,monterrey,26517-6/3-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,monterrey,26517-6/2-1
Gobierno,trabajador,H,25-49,Licenciatura,salinas,54264-1/3-1
Transporte y comunicaciones,trabajador,F,25-49,Licenciatura,salinas,54264-4/4-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54274-8/1-1
Servicios,otro,H,60-64,Primaria o Secundaria,salinas,54274-2C/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,53971-4/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,53967-6/1-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,salinas,53968A-2/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,53968A-2/1-1
Servicios,trabajador,F,25-49,Licenciatura,monterrey,26495/5e2-5/1-2
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,53968A-4/1-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,salinas,53968A-4/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,53968A-5/1-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,salinas,54211-14/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54211-14/1-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,salinas,54216-2/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54216-6/1-1
Comercio,trabajador,F,25-49,Licenciatura,monterrey,264951/e2-1/2-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,264951/e2-1/1-2
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54216-36/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,18644-28/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54214-10/2-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,54214-10/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54205-8/1-1
Comercio,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,18644-26/3-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,18644-26/2-1
Comercio,trabajador,H,65-130,Primaria o Secundaria,salinas,54205-2/1-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,54214-8/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54214-12/1-1
Comercio,otro,H,25-49,Licenciatura,monterrey,26523A-6/3-1
Gobierno,trabajador,H,25-49,Licenciatura,salinas,54205-14/2-1
Gobierno,trabajador,F,25-49,Licenciatura,salinas,54205-14/1-1
Gobierno,trabajador,H,50-59,Primaria o Secundaria,salinas,54205-6/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,54205-6/3-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54205-6/2-1
Gobierno,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54214-18/1-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,cadereyta,61310-10/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54395-A-2/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54306-7/3-1
Servicios,trabajador,H,60-64,Primaria o Secundaria,salinas,54306-7/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54269-2z/2-1
Comercio,trabajador,H,25-49,Licenciatura,monterrey,26505-6/1-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,salinas,54294-16/2-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,54294-16/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,54306-4/2-1
Transporte y comunicaciones,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,54306-4/3-1
Gobierno,trabajador,H,25-49,Postgrado,salinas,54294-12/2-2
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54294-14/2-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,salinas,54306-10/3-1
Gobierno,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54269-18/2-1
Otro,otro,F,25-49,Licenciatura,salinas,54269-18/1-2
Gobierno,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,54291_1/2-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54291_1/1-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,26505A-4/1-1
Servicios,independiente,F,25-49,Licenciatura,monterrey,26505A-4/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54269-6/2-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,salinas,54269-8/2-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54269-8/3-1
Servicios,independiente,H,25-49,Primaria o Secundaria,salinas,0204-54272-6/1-1
Comercio,trabajador,F,25-49,Licenciatura,salinas,5433808/4-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,5433812/1-1
Servicios,otro,F,25-49,Carrera técnica o preparatoria,monterrey,28071-6/3-1
Transporte y comunicaciones,trabajador,H,25-49,Licenciatura,salinas,5433802/1-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,salinas,54300-2/2-1
Construcción,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54300-4/1-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,salinas,54267-2/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54267-5/1-1
Servicios,trabajador,H,25-49,Licenciatura,salinas,54267-6/2-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,monterrey,27293-22/4-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,27293-22/3-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,54269-2/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54269 -15/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,54269-17/1-1
Comercio,independiente,H,25-49,Licenciatura,salinas,54258A-8/3-1
Comercio,independiente,H,25-49,Licenciatura,salinas,54258A-8/5-1
Comercio,independiente,H,25-49,Licenciatura,salinas,54258A-8/4-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54269-10/1-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,salinas,54269-13/2-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,salinas,54269-13/1-1
Otro,otro,H,50-59,Carrera técnica o preparatoria,salinas,54300-6/5-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54300-6/3-1
Industria manufacturera,trabajador,H,65-130,Primaria o Secundaria,salinas,54291-2/2-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,salinas,54291-2/4-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,27293-24/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54291-6/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,salinas,54291-12/1-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,salinas,54149-2A/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54149-4A/3-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,54149-4A/4-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,salinas,54149-4A/7-1
Comercio,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,54149-5A/4-1
Servicios,trabajador,F,25-49,Licenciatura,salinas,54149-6A/3-1
Gobierno,trabajador,H,60-64,Primaria o Secundaria,salinas,54149-6A/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54149-9A/1-1
Gobierno,trabajador,H,50-59,Primaria o Secundaria,salinas,54149-10A/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,27249-4/1-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,salinas,54193-8A/1-1
Gobierno,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,54193-8A/5-1
Gobierno,trabajador,F,18-24,Licenciatura,salinas,54193-8A/4-1
Gobierno,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,54274-6/4-1
Servicios,trabajador,H,25-49,Licenciatura,salinas,54274-6/3-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,salinas,54294-2D/1-1
Gobierno,trabajador,F,25-49,Primaria o Secundaria,salinas,54294-10D/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54294-16D/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54355-4/1-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,juarez,56958-6/3-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,juarez,56958-6/1-1
Comercio,otro,H,50-59,Primaria o Secundaria,monterrey,27249-12/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54161-4/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54161-10/3-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,54161-22/3-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,54161-22/2-1
Gobierno,trabajador,H,50-59,Primaria o Secundaria,salinas,54161-22/1-1
Comercio,trabajador,H,18-24,Primaria o Secundaria,salinas,54161-22/4-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54385-6/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54386-10/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54386-10/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54171-14/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54171-14/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54171-4/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54384-8/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,27231-4/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54385-4/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54387-8/1-1
Otro,otro,F,25-49,Primaria o Secundaria,salinas,54387-8/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54387-16/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54387-22/1-1
Otro,otro,F,25-49,Primaria o Secundaria,salinas,54387-22/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54380-14/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54386-2/1-1
Servicios,trabajador,H,15-17,Primaria o Secundaria,salinas,54386-2/4-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54386-12/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54386-4/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54384-12/3-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,salinas,54384-12/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54385-12/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54385-12/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,27231-12/3-1
Comercio,otro,F,60-64,Primaria o Secundaria,monterrey,27231-12/2-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,salinas,54384-10/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54384-10/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54380-4/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54380-10/1-1
Otro,otro,F,25-49,Primaria o Secundaria,salinas,54380-10/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54380-8/2-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,54380-8/5-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,54380-8/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54380-8/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54385-2/1-1
Otro,otro,F,18-24,Primaria o Secundaria,salinas,54385-2/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54387-26/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54171-6/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54171-24/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54153-8/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,54310-14/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54310-14/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,27228-18/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54322-6/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54153-26/1-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,salinas,54153-26/3-1
Industria manufacturera,trabajador,H,15-17,Primaria o Secundaria,salinas,54153-26/4-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,54153-24/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54153-24/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54322-4/1-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,54322-4/3-1
Industria manufacturera,trabajador,F,18-24,Licenciatura,salinas,54322-4/4-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54310-6/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54310-6/1-1
Servicios,trabajador,F,15-17,Primaria o Secundaria,salinas,54310-6/3-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,54322-8/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54322-8/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54308-14/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54308-22/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54308-24/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54308-24/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54312-20/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,54312-16/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54312-10/1-1
Transporte y comunicaciones,trabajador,H,25-49,Primaria o Secundaria,salinas,54312-18/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,54308-20/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54308-20/4-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54308-20/1-1
Transporte y comunicaciones,trabajador,H,50-59,Primaria o Secundaria,salinas,54312-22/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54306-24/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,54306-30/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54309-20/1-1
Industria manufacturera,trabajador,F,18-24,Primaria o Secundaria,salinas,54306-32/2-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,salinas,54306-32/1-1
Comercio,trabajador,F,65-130,Primaria o Secundaria,monterrey,27237A-10/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54306-6/1-1
Transporte y comunicaciones,trabajador,H,25-49,Primaria o Secundaria,salinas,54309-28/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54306-36/2-1
Transporte y comunicaciones,trabajador,H,25-49,Primaria o Secundaria,salinas,54306-36/1-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,salinas,54309-10/3-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54309-10/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54309-10/1-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,salinas,54309-22/3-1
